id,birth_year,gender,category,weight,height,pro_agility_l,pro_agility_r,broad_jump,vertical_jump,dash_10yd,shuttle_100yd,shuttle_150yd,shuttle_300yd,flexed_arm_hang,pull_ups,ue_watt,le_watt,age,demo_edu,demo_income,demo_fin_support,demo_sports_access,demo_years_org_sport,demo_race_asian,demo_race_black,demo_race_hispanic,demo_race_native,demo_race_pacific,demo_race_white,mtq_score,grt_score,res_score,se_score,sms_core,twc_score,hst_age_first_league,hst_age_regular_hky,hst_age_supervised,hst_age_main_sport,hst_practice_hrs_band,hst_game_hrs_band,hst_hky_8plus_months,hst_multi_sport_level,hst_effort,hst_focus,hst_enjoyment,hst_camps_freq,hst_relocated,hst_injury_count_12_16,hst_days_missed_2y,hst_comp_level,hst_age_first_at_level,cog_focus_score,sleep_hrs_band,nut_balanced_meals,nut_score,nut_limiting_factors,nut_energy_mornings,cog_decision_intelligence_score,cog_pregame_anxiety,cop_breathing_exercises,cop_self_talk,cop_visualization,cop_talking_to_teammate,cop_other,coach_score,weight_abs_impr,weight_rel_impr_pct,weight_impr_per_year,height_abs_impr,height_rel_impr_pct,height_impr_per_year,pro_agility_l_abs_impr,pro_agility_l_rel_impr_pct,pro_agility_l_impr_per_year,pro_agility_r_abs_impr,pro_agility_r_rel_impr_pct,pro_agility_r_impr_per_year,broad_jump_abs_impr,broad_jump_rel_impr_pct,broad_jump_impr_per_year,vertical_jump_abs_impr,vertical_jump_rel_impr_pct,vertical_jump_impr_per_year,dash_10yd_abs_impr,dash_10yd_rel_impr_pct,dash_10yd_impr_per_year,shuttle_100yd_abs_impr,shuttle_100yd_rel_impr_pct,shuttle_100yd_impr_per_year,shuttle_150yd_abs_impr,shuttle_150yd_rel_impr_pct,shuttle_150yd_impr_per_year,shuttle_300yd_abs_impr,shuttle_300yd_rel_impr_pct,shuttle_300yd_impr_per_year,flexed_arm_hang_abs_impr,flexed_arm_hang_rel_impr_pct,flexed_arm_hang_impr_per_year,pull_ups_abs_impr,pull_ups_rel_impr_pct,pull_ups_impr_per_year,ue_watt_abs_impr,ue_watt_rel_impr_pct,ue_watt_impr_per_year,le_watt_abs_impr,le_watt_rel_impr_pct,le_watt_impr_per_year,category_progression,num_tests,ever_promoted_between_tests,target_pro_success
Athlete 218,2006,0,4,,,4.67,4.83,85.00,,1.79,,,62.67,44.00,,,,19,5,5,1,5,5,0,0,0,0,0,1,47,28,48,30,84,25,8,7,7,12,5,5,1,0,1,4,5,3,0,,,,,9,2,0,13,1,4,14,3,1,1,1,1,0,8,13.10,10.83%,4.37,0.25,0.40%,0.08,0.18,4.01%,0.06,0.28,6.15%,0.09,6.00,7.06%,2.00,0.50,2.33%,0.17,0.10,5.92%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,4.33,6.91%,1.44,25.00,131.58%,8.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,5,1,1
Athlete 218,2006,0,6,130.90,63.25,4.58,4.56,91.00,22.00,1.69,,,67.00,37.00,,,,19,5,5,1,5,5,0,0,0,0,0,1,47,28,48,30,84,25,8,7,7,12,5,5,1,0,1,4,5,3,0,,,,,9,2,0,13,1,4,14,3,1,1,1,1,0,8,13.10,10.83%,4.37,0.25,0.40%,0.08,0.18,4.01%,0.06,0.28,6.15%,0.09,6.00,7.06%,2.00,0.50,2.33%,0.17,0.10,5.92%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,4.33,6.91%,1.44,25.00,131.58%,8.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,5,1,1
Athlete 218,2006,0,6,133.10,63.25,4.58,4.64,88.00,21.50,1.78,,,,38.00,,,,19,5,5,1,5,5,0,0,0,0,0,1,47,28,48,30,84,25,8,7,7,12,5,5,1,0,1,4,5,3,0,,,,,9,2,0,13,1,4,14,3,1,1,1,1,0,8,13.10,10.83%,4.37,0.25,0.40%,0.08,0.18,4.01%,0.06,0.28,6.15%,0.09,6.00,7.06%,2.00,0.50,2.33%,0.17,0.10,5.92%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,4.33,6.91%,1.44,25.00,131.58%,8.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,5,1,1
Athlete 218,2006,0,7,134.1,63.25,4.49,4.55,86.00,22.00,1.74,,,66.67,36.00,,,,19,5,5,1,5,5,0,0,0,0,0,1,47,28,48,30,84,25,8,7,7,12,5,5,1,0,1,4,5,3,0,,,,,9,2,0,13,1,4,14,3,1,1,1,1,0,8,13.10,10.83%,4.37,0.25,0.40%,0.08,0.18,4.01%,0.06,0.28,6.15%,0.09,6.00,7.06%,2.00,0.50,2.33%,0.17,0.10,5.92%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,4.33,6.91%,1.44,25.00,131.58%,8.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,5,1,1
Athlete 244,2006,2,5,,60.00,4.59,4.63,85.00,21.50,1.83,,,,,,,,19,2,5,0,5,5,0,0,0,0,0,1,28,27,37,25,73,16,4,4,5,9,5,5,1,1,5,4,4,3,1,,,,,8,4,1,12,0,5,13,4,1,1,1,1,0,8,0.00,0.00%,0.00,5.50,9.17%,5.50,0.23,5.28%,0.23,0.10,2.21%,0.10,3.00,3.53%,3.00,2.00,9.30%,2.00,0.09,5.17%,0.09,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,1
Athlete 244,2006,2,6,136.2,65.50,4.36,4.53,88.00,23.50,1.74,,,76.00,41.00,,,,19,2,5,0,5,5,0,0,0,0,0,1,28,27,37,25,73,16,4,4,5,9,5,5,1,1,5,4,4,3,1,,,,,8,4,1,12,0,5,13,4,1,1,1,1,0,8,0.00,0.00%,0.00,5.50,9.17%,5.50,0.23,5.28%,0.23,0.10,2.21%,0.10,3.00,3.53%,3.00,2.00,9.30%,2.00,0.09,5.17%,0.09,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,1
Athlete 260,2006,1,5,160.60,68.50,4.33,4.20,99.00,25.00,1.66,21,,,7.00,,,,19,2,1,0,5,5,0,0,0,0,0,1,41,31,44,30,91,15,10,11,12,12,5,4,1,0,5,5,4,3,1,,,,,6,3,1,12,0,4,13,2,0,0,1,1,0,10,2.10,1.32%,2.10,1.00,1.46%,1.00,0.18,4.16%,0.18,0.11,2.62%,0.11,5.00,5.32%,5.00,0.00,0.00%,0.00,0.03,1.81%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1.00,16.67%,1.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 260,2006,1,6,158.5,69.50,4.51,4.31,94.00,25.00,1.69,,32.00,,6,,,,19,2,1,0,5,5,0,0,0,0,0,1,41,31,44,30,91,15,10,11,12,12,5,4,1,0,5,5,4,3,1,,,,,6,3,1,12,0,4,13,2,0,0,1,1,0,10,2.10,1.32%,2.10,1.00,1.46%,1.00,0.18,4.16%,0.18,0.11,2.62%,0.11,5.00,5.32%,5.00,0.00,0.00%,0.00,0.03,1.81%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1.00,16.67%,1.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 248,2006,2,5,,61.50,4.64,4.57,84.00,22.50,1.81,,,61.33,38.00,,,,19,4,5,0,5,5,0,0,0,0,0,1,49,26,48,27,83,25,4,4,6,9,4,4,1,0,5,5,5,3,1,,,,,9,4,1,15,0,4,13,2,1,1,1,0,0,8,51.50,41.53%,25.75,9.75,15.85%,4.88,0.22,4.98%,0.11,0.05,1.10%,0.02,17.00,20.24%,8.50,6.50,28.89%,3.25,0.09,5.08%,0.05,0.00,0.00%,0.00,0.00,0.00%,0.00,12.67,20.65%,6.33,23.00,153.33%,11.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 248,2006,2,6,124,65.75,4.59,4.58,89.00,23.50,1.86,,,74.00,15.00,,,,19,4,5,0,5,5,0,0,0,0,0,1,49,26,48,27,83,25,4,4,6,9,4,4,1,0,5,5,5,3,1,,,,,9,4,1,15,0,4,13,2,1,1,1,0,0,8,51.50,41.53%,25.75,9.75,15.85%,4.88,0.22,4.98%,0.11,0.05,1.10%,0.02,17.00,20.24%,8.50,6.50,28.89%,3.25,0.09,5.08%,0.05,0.00,0.00%,0.00,0.00,0.00%,0.00,12.67,20.65%,6.33,23.00,153.33%,11.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 248,2006,1,7,175.50,71.25,4.42,4.53,101,29.00,1.77,,,73.67,,,,,19,4,5,0,5,5,0,0,0,0,0,1,49,26,48,27,83,25,4,4,6,9,4,4,1,0,5,5,5,3,1,,,,,9,4,1,15,0,4,13,2,1,1,1,0,0,8,51.50,41.53%,25.75,9.75,15.85%,4.88,0.22,4.98%,0.11,0.05,1.10%,0.02,17.00,20.24%,8.50,6.50,28.89%,3.25,0.09,5.08%,0.05,0.00,0.00%,0.00,0.00,0.00%,0.00,12.67,20.65%,6.33,23.00,153.33%,11.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 256,2006,1,7,,,,,,,,22.00,,,18.00,,,,19,2,1,0,5,5,0,0,0,1,0,1,39,27,41,27,72,25,8,9,9,14,5,3,1,2,5,4,5,3,1,,,,,9,4,1,12,0,3,13,3,1,1,1,0,0,7,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 262,2006,0,4,,,,,,,,,28.53,,53,,,,19,4,4,0,4,5,0,0,0,0,0,1,46,22,47,26,85,22,7,7,7,10,5,4,1,1,4,4,5,3,1,,,,,9,2,1,13,1,3,13,2,1,0,1,0,0,7,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,1
Athlete 330,2007,2,4,,,4.71,4.80,80.00,16.50,1.82,,32.33,,45,,,,18,2,5,1,4,5,0,0,0,0,0,1,34,26,39,24,95,21,5,3,3,7,4,5,1,1,4,4,4,3,1,,,,,7,4,1,11,1,4,10,3,1,1,1,0,0,7,23.50,20.47%,11.75,2.25,3.63%,1.13,0.36,8.28%,0.18,0.49,11.37%,0.25,11.00,13.75%,5.50,8.50,51.52%,4.25,0.09,5.20%,0.05,0.00,0.00%,0.00,3.66,11.56%,1.83,0.00,0.00%,0.00,38.00,542.86%,19.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 330,2007,2,5,114.80,62.00,4.50,4.65,86.00,23.50,1.73,,,,19.00,,,,18,2,5,1,4,5,0,0,0,0,0,1,34,26,39,24,95,21,5,3,3,7,4,5,1,1,4,4,4,3,1,,,,,7,4,1,11,1,4,10,3,1,1,1,0,0,7,23.50,20.47%,11.75,2.25,3.63%,1.13,0.36,8.28%,0.18,0.49,11.37%,0.25,11.00,13.75%,5.50,8.50,51.52%,4.25,0.09,5.20%,0.05,0.00,0.00%,0.00,3.66,11.56%,1.83,0.00,0.00%,0.00,38.00,542.86%,19.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 330,2007,2,6,138.3,64.00,4.35,4.31,87.00,24.50,1.73,,31.67,,18,,,,18,2,5,1,4,5,0,0,0,0,0,1,34,26,39,24,95,21,5,3,3,7,4,5,1,1,4,4,4,3,1,,,,,7,4,1,11,1,4,10,3,1,1,1,0,0,7,23.50,20.47%,11.75,2.25,3.63%,1.13,0.36,8.28%,0.18,0.49,11.37%,0.25,11.00,13.75%,5.50,8.50,51.52%,4.25,0.09,5.20%,0.05,0.00,0.00%,0.00,3.66,11.56%,1.83,0.00,0.00%,0.00,38.00,542.86%,19.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 330,2007,1,5,137.5,64.25,4.37,4.46,91.00,25.00,1.73,,35.33,,7,,,,18,2,5,1,4,5,0,0,0,0,0,1,34,26,39,24,95,21,5,3,3,7,4,5,1,1,4,4,4,3,1,,,,,7,4,1,11,1,4,10,3,1,1,1,0,0,7,23.50,20.47%,11.75,2.25,3.63%,1.13,0.36,8.28%,0.18,0.49,11.37%,0.25,11.00,13.75%,5.50,8.50,51.52%,4.25,0.09,5.20%,0.05,0.00,0.00%,0.00,3.66,11.56%,1.83,0.00,0.00%,0.00,38.00,542.86%,19.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 211,2006,0,7,,60.75,5.47,5.60,77.00,14.50,2.03,,,59.70,,12,,,18,5,4,0,3,5,0,0,0,0,0,1,42,30,42,24,92,20,5,5,3,17,4,5,1,1,4,3,4,3,0,,,,,7,2,1,13,1,4,10,3,0,1,1,0,0,7,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,1
Athlete 338,2007,1,5,153.7,70.25,4.71,4.82,99.00,23.00,1.73,,,58.00,,13,590,1269,18,2,4,0,5,5,0,1,0,0,0,1,47,24,49,30,87,18,7,7,8,13,5,4,1,0,5,5,5,3,1,,,,,9,4,1,13,1,4,14,2,0,1,0,0,0,7,20.30,13.21%,10.15,2.00,2.85%,1.00,0.44,10.30%,0.22,0.42,9.55%,0.21,6.00,6.06%,3.00,4.00,17.39%,2.00,0.06,3.59%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3.00,30.00%,1.50,190.00,47.50%,95.00,108.00,9.30%,54.00,2,3,1,0
Athlete 338,2007,1,6,159,71.25,4.42,4.51,103.00,25.50,1.68,,,,,13,400.00,"1,239.00",18,2,4,0,5,5,0,1,0,0,0,1,47,24,49,30,87,18,7,7,8,13,5,4,1,0,5,5,5,3,1,,,,,9,4,1,13,1,4,14,2,0,1,0,0,0,7,20.30,13.21%,10.15,2.00,2.85%,1.00,0.44,10.30%,0.22,0.42,9.55%,0.21,6.00,6.06%,3.00,4.00,17.39%,2.00,0.06,3.59%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3.00,30.00%,1.50,190.00,47.50%,95.00,108.00,9.30%,54.00,2,3,1,0
Athlete 338,2007,1,7,174.00,72.25,4.27,4.40,105,27.00,1.67,,,,,10,479.00,"1,161.00",18,2,4,0,5,5,0,1,0,0,0,1,47,24,49,30,87,18,7,7,8,13,5,4,1,0,5,5,5,3,1,,,,,9,4,1,13,1,4,14,2,0,1,0,0,0,7,20.30,13.21%,10.15,2.00,2.85%,1.00,0.44,10.30%,0.22,0.42,9.55%,0.21,6.00,6.06%,3.00,4.00,17.39%,2.00,0.06,3.59%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3.00,30.00%,1.50,190.00,47.50%,95.00,108.00,9.30%,54.00,2,3,1,0
Athlete 356,2007,2,4,,,4.53,4.48,87,26.00,1.71,,30.33,,61.00,,,,18,2,5,0,5,5,0,0,0,0,0,1,45,26,42,25,71,23,5,5,5,5,4,4,1,0,4,4,5,3,1,,,,,8,3,1,14,0,4,12,2,0,1,1,0,0,8,24.20,15.24%,8.07,1.50,2.10%,0.50,0.51,12.69%,0.17,0.47,11.69%,0.16,12.00,13.79%,4.00,4.50,17.31%,1.50,0.13,7.98%,0.04,1.44,7.58%,0.48,0.00,0.00%,0.00,0.00,0.00%,0.00,52.00,577.78%,17.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,6,1,0
Athlete 356,2007,2,5,158.80,71.50,4.41,4.49,94.00,28.00,1.76,19.00,,,26.00,,,,18,2,5,0,5,5,0,0,0,0,0,1,45,26,42,25,71,23,5,5,5,5,4,4,1,0,4,4,5,3,1,,,,,8,3,1,14,0,4,12,2,0,1,1,0,0,8,24.20,15.24%,8.07,1.50,2.10%,0.50,0.51,12.69%,0.17,0.47,11.69%,0.16,12.00,13.79%,4.00,4.50,17.31%,1.50,0.13,7.98%,0.04,1.44,7.58%,0.48,0.00,0.00%,0.00,0.00,0.00%,0.00,52.00,577.78%,17.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,6,1,0
Athlete 356,2007,2,6,174.1,72.00,4.14,4.10,99.00,30.50,1.63,20.00,,,47.00,,,,18,2,5,0,5,5,0,0,0,0,0,1,45,26,42,25,71,23,5,5,5,5,4,4,1,0,4,4,5,3,1,,,,,8,3,1,14,0,4,12,2,0,1,1,0,0,8,24.20,15.24%,8.07,1.50,2.10%,0.50,0.51,12.69%,0.17,0.47,11.69%,0.16,12.00,13.79%,4.00,4.50,17.31%,1.50,0.13,7.98%,0.04,1.44,7.58%,0.48,0.00,0.00%,0.00,0.00,0.00%,0.00,52.00,577.78%,17.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,6,1,0
Athlete 356,2007,1,5,171.9,72.25,4.13,4.37,96.00,29.00,1.69,,,,,,,,18,2,5,0,5,5,0,0,0,0,0,1,45,26,42,25,71,23,5,5,5,5,4,4,1,0,4,4,5,3,1,,,,,8,3,1,14,0,4,12,2,0,1,1,0,0,8,24.20,15.24%,8.07,1.50,2.10%,0.50,0.51,12.69%,0.17,0.47,11.69%,0.16,12.00,13.79%,4.00,4.50,17.31%,1.50,0.13,7.98%,0.04,1.44,7.58%,0.48,0.00,0.00%,0.00,0.00,0.00%,0.00,52.00,577.78%,17.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,6,1,0
Athlete 356,2007,1,6,181,72.75,4.02,4.02,99.00,28.50,1.66,20.33,,,9.00,,,,18,2,5,0,5,5,0,0,0,0,0,1,45,26,42,25,71,23,5,5,5,5,4,4,1,0,4,4,5,3,1,,,,,8,3,1,14,0,4,12,2,0,1,1,0,0,8,24.20,15.24%,8.07,1.50,2.10%,0.50,0.51,12.69%,0.17,0.47,11.69%,0.16,12.00,13.79%,4.00,4.50,17.31%,1.50,0.13,7.98%,0.04,1.44,7.58%,0.48,0.00,0.00%,0.00,0.00,0.00%,0.00,52.00,577.78%,17.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,6,1,0
Athlete 356,2007,1,7,183.00,73.00,4.40,4.27,95,29.50,1.64,20.44,,,26.00,,,,18,2,5,0,5,5,0,0,0,0,0,1,45,26,42,25,71,23,5,5,5,5,4,4,1,0,4,4,5,3,1,,,,,8,3,1,14,0,4,12,2,0,1,1,0,0,8,24.20,15.24%,8.07,1.50,2.10%,0.50,0.51,12.69%,0.17,0.47,11.69%,0.16,12.00,13.79%,4.00,4.50,17.31%,1.50,0.13,7.98%,0.04,1.44,7.58%,0.48,0.00,0.00%,0.00,0.00,0.00%,0.00,52.00,577.78%,17.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,6,1,0
Athlete 373,2007,0,7,,66.00,5.39,5.47,66.00,18.00,2.02,,,72.33,21.00,,,,18,5,4,0,5,5,0,0,0,0,0,1,37,26,40,27,84,21,8,5,5,13,5,3,1,0,4,3,5,3,1,,,,,9,3,1,8,0,4,12,3,0,0,1,1,0,9,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,1
Athlete 439,2008,2,6,135.6,67.25,4.73,4.68,99,26.5,1.71,,,62.6,,11.00,357,945,17,4,5,1,5,5,0,0,0,0,0,1,44,22,42,29,91,25,4,4,12,14,5,5,1,1,5,5,5,3,1,,,,,7,4,1,12,1,4,13,3,1,1,0,0,0,6,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,1
Athlete 371,2007,2,5,89.50,58.00,4.58,4.61,78.00,18.50,1.76,,,61.30,,12,552,1143,17,5,5,0,5,5,0,0,0,0,0,1,43,22,46,29,96,22,7,5,6,19,5,5,1,0,5,4,5,3,1,,,,,8,5,1,12,1,4,13,3,1,1,1,1,0,8,45.50,50.84%,45.50,8.25,14.22%,8.25,0.26,6.02%,0.26,0.34,7.96%,0.34,12.00,15.38%,12.00,5.50,29.73%,5.50,0.17,10.56%,0.17,0.00,0.00%,0.00,0.00,0.00%,0.00,4.63,8.18%,4.63,0.00,0.00%,0.00,5.00,41.67%,5.00,271.00,49.09%,271.00,272.00,23.80%,272.00,1,4,1,0
Athlete 371,2007,2,6,112.1,60.25,4.44,4.48,84.00,21.50,1.78,,,56.7,,17.00,690,1397,17,5,5,0,5,5,0,0,0,0,0,1,43,22,46,29,96,22,7,5,6,19,5,5,1,0,5,4,5,3,1,,,,,8,5,1,12,1,4,13,3,1,1,1,1,0,8,45.50,50.84%,45.50,8.25,14.22%,8.25,0.26,6.02%,0.26,0.34,7.96%,0.34,12.00,15.38%,12.00,5.50,29.73%,5.50,0.17,10.56%,0.17,0.00,0.00%,0.00,0.00,0.00%,0.00,4.63,8.18%,4.63,0.00,0.00%,0.00,5.00,41.67%,5.00,271.00,49.09%,271.00,272.00,23.80%,272.00,1,4,1,0
Athlete 371,2007,1,5,117.5,63.50,4.49,4.53,88.00,23.00,1.74,,,,,,823.00,"1,415.00",17,5,5,0,5,5,0,0,0,0,0,1,43,22,46,29,96,22,7,5,6,19,5,5,1,0,5,4,5,3,1,,,,,8,5,1,12,1,4,13,3,1,1,1,1,0,8,45.50,50.84%,45.50,8.25,14.22%,8.25,0.26,6.02%,0.26,0.34,7.96%,0.34,12.00,15.38%,12.00,5.50,29.73%,5.50,0.17,10.56%,0.17,0.00,0.00%,0.00,0.00,0.00%,0.00,4.63,8.18%,4.63,0.00,0.00%,0.00,5.00,41.67%,5.00,271.00,49.09%,271.00,272.00,23.80%,272.00,1,4,1,0
Athlete 371,2007,1,6,135,66.25,4.32,4.27,90.00,24.00,1.61,21.00,,,,,,,17,5,5,0,5,5,0,0,0,0,0,1,43,22,46,29,96,22,7,5,6,19,5,5,1,0,5,4,5,3,1,,,,,8,5,1,12,1,4,13,3,1,1,1,1,0,8,45.50,50.84%,45.50,8.25,14.22%,8.25,0.26,6.02%,0.26,0.34,7.96%,0.34,12.00,15.38%,12.00,5.50,29.73%,5.50,0.17,10.56%,0.17,0.00,0.00%,0.00,0.00,0.00%,0.00,4.63,8.18%,4.63,0.00,0.00%,0.00,5.00,41.67%,5.00,271.00,49.09%,271.00,272.00,23.80%,272.00,1,4,1,0
Athlete 441,2008,2,3,,61.25,4.85,4.92,79,19.50,1.93,22.00,,,3.00,,,,17,5,5,0,5,5,0,0,0,0,0,1,42,23,44,26,79,21,10,10,10,6,5,5,1,0,5,4,5,3,1,,,,,8,3,1,13,1,4,12,3,0,1,1,0,0,7,73.60,63.89%,24.53,12.75,20.82%,4.25,0.56,13.05%,0.19,0.67,15.76%,0.22,25.00,31.65%,8.33,11.00,56.41%,3.67,0.26,15.57%,0.09,1.00,4.76%,0.33,0.00,0.00%,0.00,0.00,0.00%,0.00,27.00,900.00%,9.00,8.00,80.00%,2.67,347.00,85.26%,115.67,0.00,0.00%,0.00,3,6,1,1
Athlete 441,2008,2,4,115.2,65.00,4.64,4.80,81.00,20.50,1.85,,34.67,,9,,,,17,5,5,0,5,5,0,0,0,0,0,1,42,23,44,26,79,21,10,10,10,6,5,5,1,0,5,4,5,3,1,,,,,8,3,1,13,1,4,12,3,0,1,1,0,0,7,73.60,63.89%,24.53,12.75,20.82%,4.25,0.56,13.05%,0.19,0.67,15.76%,0.22,25.00,31.65%,8.33,11.00,56.41%,3.67,0.26,15.57%,0.09,1.00,4.76%,0.33,0.00,0.00%,0.00,0.00,0.00%,0.00,27.00,900.00%,9.00,8.00,80.00%,2.67,347.00,85.26%,115.67,0.00,0.00%,0.00,3,6,1,1
Athlete 441,2008,2,5,139.90,69.25,4.46,4.53,88.00,22.00,1.82,21.00,,,30.00,,,,17,5,5,0,5,5,0,0,0,0,0,1,42,23,44,26,79,21,10,10,10,6,5,5,1,0,5,4,5,3,1,,,,,8,3,1,13,1,4,12,3,0,1,1,0,0,7,73.60,63.89%,24.53,12.75,20.82%,4.25,0.56,13.05%,0.19,0.67,15.76%,0.22,25.00,31.65%,8.33,11.00,56.41%,3.67,0.26,15.57%,0.09,1.00,4.76%,0.33,0.00,0.00%,0.00,0.00,0.00%,0.00,27.00,900.00%,9.00,8.00,80.00%,2.67,347.00,85.26%,115.67,0.00,0.00%,0.00,3,6,1,1
Athlete 441,2008,2,6,151.6,70.75,4.54,4.32,92,24,1.81,,,,10.00,,,,17,5,5,0,5,5,0,0,0,0,0,1,42,23,44,26,79,21,10,10,10,6,5,5,1,0,5,4,5,3,1,,,,,8,3,1,13,1,4,12,3,0,1,1,0,0,7,73.60,63.89%,24.53,12.75,20.82%,4.25,0.56,13.05%,0.19,0.67,15.76%,0.22,25.00,31.65%,8.33,11.00,56.41%,3.67,0.26,15.57%,0.09,1.00,4.76%,0.33,0.00,0.00%,0.00,0.00,0.00%,0.00,27.00,900.00%,9.00,8.00,80.00%,2.67,347.00,85.26%,115.67,0.00,0.00%,0.00,3,6,1,1
Athlete 441,2008,1,5,166.5,73.25,4.53,4.25,94.00,30.0,1.67,,,,,10,407,794,17,5,5,0,5,5,0,0,0,0,0,1,42,23,44,26,79,21,10,10,10,6,5,5,1,0,5,4,5,3,1,,,,,8,3,1,13,1,4,12,3,0,1,1,0,0,7,73.60,63.89%,24.53,12.75,20.82%,4.25,0.56,13.05%,0.19,0.67,15.76%,0.22,25.00,31.65%,8.33,11.00,56.41%,3.67,0.26,15.57%,0.09,1.00,4.76%,0.33,0.00,0.00%,0.00,0.00,0.00%,0.00,27.00,900.00%,9.00,8.00,80.00%,2.67,347.00,85.26%,115.67,0.00,0.00%,0.00,3,6,1,1
